hospital,patient_count,total_billing,average_billing,average_age,average_length_of_stay,hospital_rank
"and Cross, Horne Medina",1,36556.67025154888,36556.67025154888,51.0,21.0,37
"and Cross, Thomas Allen",1,30935.45761551384,30935.45761551384,27.0,6.0,37
"and Cruz Holt, Smith",1,45183.70993635189,45183.70993635189,43.0,17.0,37
"and Cruz Malone, Wood",1,10825.070237610911,10825.070237610911,52.0,19.0,37
"and Cruz Robinson Jones,",1,23962.828125106797,23962.828125106797,54.0,28.0,37
"and Cruz Robinson, Kelley",1,4147.270494151577,4147.270494151577,28.0,21.0,37
"and Cruz, Thompson Martinez",1,21265.30587380017,21265.30587380017,49.0,22.0,37
"and Cruz, Turner Johnson",1,33725.373144885656,33725.373144885656,69.0,21.0,37
"and Cuevas Johnson, Jackson",1,4459.304881743209,4459.304881743209,24.0,13.0,37
"and Cummings Clark Levine,",1,8375.456103207816,8375.456103207816,57.0,5.0,37
"and Cummings Rowe, Mathews",1,35819.243562453055,35819.243562453055,63.0,16.0,37
"and Cummings Thompson Weiss,",1,33108.0010599545,33108.0010599545,52.0,22.0,37
"and Cunningham Bailey, Ramirez",1,18618.95714332113,18618.95714332113,66.0,9.0,37
"and Cunningham Boyd Torres,",1,30616.456743367904,30616.456743367904,56.0,10.0,37
"and Cunningham Fisher, Montgomery",1,4566.952936182968,4566.952936182968,26.0,18.0,37
"and Cunningham Martinez, Jones",1,28480.32901664497,28480.32901664497,38.0,17.0,37
"and Cunningham Norris, Adams",1,30347.871159194143,30347.871159194143,21.0,9.0,37
"and Curry Reeves Martinez,",1,21486.172729202342,21486.172729202342,77.0,18.0,37
"and Curtis Jones, Skinner",1,38759.53244380084,38759.53244380084,80.0,26.0,37
"and Curtis Miranda, Edwards",1,24340.76422322493,24340.76422322493,62.0,15.0,37
"and Curtis, Robles Adkins",1,47716.65050176386,47716.65050176386,36.0,2.0,37
"and Dalton Mueller, Lopez",1,21256.529147187743,21256.529147187743,83.0,26.0,37
"and Dalton Ramirez, Moore",1,2852.096608969108,2852.096608969108,80.0,2.0,37
"and Dalton, Cooper Grant",1,38846.843337878,38846.843337878,19.0,3.0,37
"and Dalton, Martin Molina",1,3130.5270097695056,3130.5270097695056,69.0,27.0,37
"and Daniel Bryan Brown,",1,4250.200821159205,4250.200821159205,80.0,17.0,37
"and Daniel Jackson Burgess,",1,11638.962503746612,11638.962503746612,71.0,19.0,37
"and Daniels, Gray Bailey",1,4750.90829463406,4750.90829463406,31.0,14.0,37
"and Daugherty Nelson, Vasquez",1,37461.10787219158,37461.10787219158,29.0,26.0,37
"and Davenport Davis Hobbs,",1,36890.26905497426,36890.26905497426,33.0,12.0,37
"and Davenport Richard Duncan,",1,46738.17959000439,46738.17959000439,44.0,11.0,37
"and Davenport Riley, Edwards",1,21887.163582570043,21887.163582570043,68.0,1.0,37
"and Davenport, Olsen Flores",1,38445.83474972378,38445.83474972378,71.0,14.0,37
"and David, Rodriguez Scott",1,43110.66514989038,43110.66514989038,30.0,26.0,37
"and Davidson Lawson Clayton,",1,6943.525047538758,6943.525047538758,25.0,9.0,37
"and Davidson Wilcox Walter,",1,15501.118759762932,15501.118759762932,48.0,22.0,37
"and Davidson, Lopez Kim",1,8036.375945520811,8036.375945520811,51.0,23.0,37
"and Davies Ayala Park,",1,13029.135754883557,13029.135754883557,58.0,8.0,37
and Davies Sons,1,22230.122763982992,22230.122763982992,78.0,30.0,37
"and Davies Suarez Campos,",1,22766.78755776058,22766.78755776058,42.0,16.0,37
"and Davies, Wilson Ortiz",1,20081.95165735687,20081.95165735687,35.0,28.0,37
"and Davis Ball Lopez,",1,32067.61568070181,32067.61568070181,51.0,23.0,37
"and Davis Bennett, Burgess",1,22521.034813436287,22521.034813436287,42.0,28.0,37
"and Davis Blankenship Mcdowell,",1,38082.47457089561,38082.47457089561,43.0,11.0,37
"and Davis Butler Simpson,",1,14243.516226090616,14243.516226090616,52.0,1.0,37
"and Davis Conner, Chen",1,44624.72060461611,44624.72060461611,32.0,1.0,37
"and Davis Davis Caldwell,",1,23963.716505014072,23963.716505014072,42.0,19.0,37
"and Davis Gonzalez, Smith",1,19793.75501785664,19793.75501785664,40.0,7.0,37
"and Davis Hickman Wells,",1,26730.650072045304,26730.650072045304,63.0,11.0,37
"and Davis Hoffman, Moore",1,38587.05808239076,38587.05808239076,66.0,28.0,37
"and Davis Johnson, Hart",1,41134.93785599289,41134.93785599289,84.0,14.0,37
"and Davis Jones Burns,",1,3830.667848004478,3830.667848004478,25.0,28.0,37
"and Davis Jones, Dunn",1,34598.93902130633,34598.93902130633,73.0,23.0,37
"and Davis Kelly, Clark",1,12776.624684195518,12776.624684195518,32.0,2.0,37
"and Davis Mason Lucas,",1,13055.718460878055,13055.718460878055,60.0,29.0,37
"and Davis Maxwell, Edwards",1,34650.422939490745,34650.422939490745,73.0,20.0,37
"and Davis Mcdonald Brown,",1,19075.513961857967,19075.513961857967,62.0,3.0,37
"and Davis Miller, Hartman",1,47268.82125145117,47268.82125145117,64.0,13.0,37
"and Davis Miller, Larson",1,29406.753193026427,29406.753193026427,51.0,8.0,37
"and Davis Moore Moore,",1,42260.24908322124,42260.24908322124,46.0,10.0,37
"and Davis Nelson Andrade,",1,12630.98444086188,12630.98444086188,27.0,29.0,37
"and Davis Perez, Valencia",1,27451.27469579304,27451.27469579304,72.0,15.0,37
"and Davis Powell, Rodriguez",1,28966.54125687829,28966.54125687829,67.0,5.0,37
"and Davis Reyes Khan,",1,42321.20915570253,42321.20915570253,44.0,29.0,37
"and Davis Richards, Frost",1,49324.89663112469,49324.89663112469,52.0,12.0,37
"and Davis Rivera, Pierce",1,34100.71907386207,34100.71907386207,54.0,10.0,37
"and Davis Robertson, Thompson",1,48988.07873681367,48988.07873681367,27.0,17.0,37
"and Davis Salinas Lowe,",1,49006.51916573359,49006.51916573359,40.0,3.0,37
"and Davis Shaw Chan,",1,44414.88897077892,44414.88897077892,49.0,1.0,37
"and Davis Williams Espinoza,",1,2524.9339559669534,2524.9339559669534,66.0,12.0,37
"and Davis Williams, Hill",1,15759.39885762051,15759.39885762051,71.0,25.0,37
"and Davis, Burnett Cook",1,11826.792802074822,11826.792802074822,18.0,22.0,37
"and Davis, Butler Daniel",1,18048.09637889687,18048.09637889687,24.0,22.0,37
"and Davis, Clark Higgins",1,24244.47894871293,24244.47894871293,40.0,11.0,37
"and Davis, Duran Thompson",1,47637.23463246438,47637.23463246438,45.0,18.0,37
"and Davis, Gonzalez Underwood",1,13625.768659784731,13625.768659784731,41.0,5.0,37
"and Davis, Grant Flores",1,50360.03697163959,50360.03697163959,45.0,12.0,37
"and Davis, Harris Banks",1,31282.01020390797,31282.01020390797,33.0,1.0,37
"and Davis, Holland Mathis",1,6125.270121230892,6125.270121230892,29.0,23.0,37
"and Davis, Johnson Mcintosh",1,215.49980951894327,215.49980951894327,33.0,26.0,37
"and Davis, Martin Hughes",1,3873.818135134605,3873.818135134605,21.0,18.0,37
"and Davis, Powell Santos",1,10345.989406099035,10345.989406099035,59.0,17.0,37
"and Davis, Rogers Banks",1,11688.914966514512,11688.914966514512,61.0,27.0,37
"and Davis, Saunders Smith",1,45278.52692042952,45278.52692042952,46.0,11.0,37
"and Davis, Serrano Merritt",1,19217.751264958024,19217.751264958024,65.0,19.0,37
"and Davis, Short Anderson",1,33038.84118151654,33038.84118151654,73.0,5.0,37
"and Davis, Smith Beard",1,28840.5203334704,28840.5203334704,42.0,26.0,37
"and Davis, Stark Shepard",1,4064.900221373622,4064.900221373622,74.0,4.0,37
"and Davis, Walker Archer",1,9800.259636800793,9800.259636800793,83.0,19.0,37
"and Davis, Young Chambers",1,47174.807477753966,47174.807477753966,31.0,26.0,37
"and Dawson Yoder, Page",1,2025.531568624869,2025.531568624869,80.0,30.0,37
"and Dawson, Payne Phillips",1,12653.158803243232,12653.158803243232,37.0,13.0,37
"and Day Herman Wiley,",1,15867.168215068566,15867.168215068566,55.0,3.0,37
"and Day, Lewis Coleman",1,2568.011966680983,2568.011966680983,54.0,11.0,37
"and Day, Rivera Lewis",1,48550.39218474657,48550.39218474657,47.0,11.0,37
"and Dean Benitez Drake,",1,34260.65760436815,34260.65760436815,60.0,7.0,37
"and Dean Brown, Phillips",1,31135.121595648103,31135.121595648103,42.0,17.0,37
and Dean Sons,1,14501.50612856969,14501.50612856969,67.0,19.0,37
"and Dean Wade, Walton",1,35014.11791429761,35014.11791429761,23.0,2.0,37
"and Decker Reed Harrison,",1,18597.83133405484,18597.83133405484,22.0,21.0,37
and Decker Sons,1,25486.50371428471,25486.50371428471,64.0,28.0,37
"and Decker, Warner Farmer",1,14536.085638132998,14536.085638132998,77.0,16.0,37
"and Delacruz Davis, Howard",1,38722.51207697806,38722.51207697806,18.0,7.0,37
"and Delacruz Spencer Newton,",1,35172.43721780138,35172.43721780138,55.0,3.0,37
"and Delacruz, Montes Knight",1,14368.071434568776,14368.071434568776,79.0,13.0,37
"and Deleon Moore Powers,",1,32006.61944583461,32006.61944583461,69.0,29.0,37
"and Deleon, Williams Turner",1,32837.90375686328,32837.90375686328,20.0,12.0,37
"and Delgado Allen, Wilson",1,9508.082552743355,9508.082552743355,62.0,11.0,37
"and Delgado Lopez, Daniels",1,6862.454945579602,6862.454945579602,43.0,2.0,37
"and Delgado Martinez Smith,",1,44078.37676783006,44078.37676783006,34.0,11.0,37
"and Delgado, Johnson Taylor",1,32535.60915348353,32535.60915348353,36.0,10.0,37
"and Dennis Gomez, Humphrey",1,12762.889359350043,12762.889359350043,74.0,29.0,37
"and Dennis Roberts Parker,",1,44134.76710610678,44134.76710610678,79.0,28.0,37
"and Dennis Rodriguez Sims,",1,17066.03514821354,17066.03514821354,34.0,13.0,37
"and Dennis Ross Hopkins,",1,8895.024081266025,8895.024081266025,31.0,21.0,37
"and Dennis Serrano, Davis",1,38946.637888078025,38946.637888078025,42.0,9.0,37
"and Dennis, Barnes Chaney",1,16524.07407879988,16524.07407879988,34.0,29.0,37
"and Dennis, Mcguire Johnston",1,-90.07890133274668,-90.07890133274668,59.0,8.0,37
"and Dennis, Stanley Meadows",1,39665.853016592126,39665.853016592126,20.0,27.0,37
"and Diaz Dawson, Mendoza",1,3949.2977617937618,3949.2977617937618,29.0,18.0,37
"and Diaz Hernandez, Sparks",1,24530.29700348667,24530.29700348667,25.0,8.0,37
"and Diaz Phillips Kim,",1,1187.7766388799091,1187.7766388799091,21.0,10.0,37
"and Diaz, Adams Stevens",1,22763.05842412323,22763.05842412323,34.0,20.0,37
"and Dickerson Good Neal,",1,12897.926617916675,12897.926617916675,46.0,26.0,37
"and Dickerson Terry Sandoval,",1,14924.228942416874,14924.228942416874,39.0,10.0,37
"and Dickerson, Morales Burton",1,4104.794793483634,4104.794793483634,37.0,17.0,37
"and Dickson Fletcher, Walker",1,46003.58263821937,46003.58263821937,38.0,27.0,37
"and Dickson Pratt Robinson,",1,28842.29598681999,28842.29598681999,71.0,4.0,37
"and Dixon Beltran Owens,",1,4662.302444163481,4662.302444163481,84.0,6.0,37
"and Dixon Bennett, Shaw",1,4522.254849408128,4522.254849408128,61.0,20.0,37
"and Dixon Fisher Porter,",1,30818.301062040373,30818.301062040373,47.0,19.0,37
"and Dixon Harris Ward,",1,49001.19080625628,49001.19080625628,66.0,3.0,37
and Dixon Sons,1,33004.56587992689,33004.56587992689,69.0,7.0,37
"and Dixon Williams, Torres",1,20014.109276487958,20014.109276487958,52.0,3.0,37
"and Dixon, Lucero Young",1,19808.0739893252,19808.0739893252,81.0,7.0,37
"and Dodson Yates Cook,",1,12635.09546314919,12635.09546314919,80.0,17.0,37
"and Dominguez Smith, White",1,4080.212784442165,4080.212784442165,36.0,8.0,37
"and Donaldson Reed Quinn,",1,1412.039079751375,1412.039079751375,71.0,5.0,37
"and Donaldson Weber Taylor,",1,24085.444097797623,24085.444097797623,72.0,25.0,37
"and Donovan Caldwell Cunningham,",1,45516.92517031449,45516.92517031449,37.0,5.0,37
"and Donovan Jones Nguyen,",1,49832.71692128325,49832.71692128325,62.0,18.0,37
and Donovan Sons,1,41922.71245576928,41922.71245576928,55.0,7.0,37
"and Donovan, Sullivan Jones",1,39569.38198461314,39569.38198461314,67.0,8.0,37
"and Dorsey, Cox Johnston",1,48764.365637544506,48764.365637544506,59.0,23.0,37
"and Dorsey, Noble Davis",1,25223.5779022626,25223.5779022626,85.0,24.0,37
"and Dougherty Sweeney White,",1,32550.842508799007,32550.842508799007,26.0,26.0,37
and Douglas Sons,1,10670.939553734926,10670.939553734926,58.0,2.0,37
"and Douglas, Dunn Warren",1,8940.716772763924,8940.716772763924,44.0,5.0,37
"and Douglas, Johnston Ramsey",1,21258.00509078185,21258.00509078185,67.0,29.0,37
"and Doyle Moore Garcia,",1,13137.276788972373,13137.276788972373,59.0,17.0,37
and Doyle Sons,1,7269.9956410686655,7269.9956410686655,74.0,15.0,37
"and Doyle Thomas Bean,",1,5777.796228716026,5777.796228716026,55.0,8.0,37
"and Drake Chapman, Harvey",1,21512.123384031733,21512.123384031733,61.0,28.0,37
"and Drake, Landry Garcia",1,18782.03455588516,18782.03455588516,67.0,12.0,37
"and Duarte Smith Richard,",1,50759.67760072336,50759.67760072336,21.0,30.0,37
"and Duarte, Robbins Benson",1,13224.757161402677,13224.757161402677,43.0,12.0,37
"and Dudley Zhang Meyer,",1,41668.0528318078,41668.0528318078,42.0,10.0,37
and Duke Sons,1,33122.706501321765,33122.706501321765,38.0,15.0,37
"and Duncan Gray Mata,",1,27166.32568952992,27166.32568952992,42.0,12.0,37
"and Duncan Larsen, Jackson",1,36210.13398556086,36210.13398556086,46.0,10.0,37
"and Duncan Williams Hopkins,",1,38805.45067215231,38805.45067215231,76.0,30.0,37
"and Dunlap, Wright Mays",1,43644.33708058138,43644.33708058138,77.0,22.0,37
and Dunn Sons,1,31170.179599379306,31170.179599379306,56.0,6.0,37
"and Dunn Tate, Graves",1,26884.56905129399,26884.56905129399,85.0,18.0,37
"and Dunn, Mathews Anthony",1,239.40251185878947,239.40251185878947,21.0,30.0,37
"and Dunn, Thompson Vaughan",1,29744.172055324,29744.172055324,74.0,5.0,37
"and Duran Castaneda Sanders,",1,16568.234121711466,16568.234121711466,83.0,2.0,37
"and Duran Garza Cruz,",1,911.9946483907892,911.9946483907892,43.0,7.0,37
and Duran Sons,1,49645.00891955192,49645.00891955192,68.0,17.0,37
"and Durham Jones, Flores",1,34520.4878823705,34520.4878823705,75.0,26.0,37
and Durham Sons,1,22347.71245260407,22347.71245260407,66.0,18.0,37
"and Dyer Gonzalez Harris,",1,19970.81291499462,19970.81291499462,69.0,28.0,37
"and Dyer Ramos Potter,",1,17191.41594427208,17191.41594427208,32.0,6.0,37
and Dyer Sons,1,324.50339571529526,324.50339571529526,69.0,16.0,37
"and Eaton Porter Miller,",1,48934.839551900055,48934.839551900055,75.0,26.0,37
"and Eaton Terry Oneill,",1,18487.661119684584,18487.661119684584,79.0,10.0,37
"and Eaton, Haynes Taylor",1,14249.292397959422,14249.292397959422,29.0,2.0,37
"and Eaton, Johnson Aguirre",1,6773.09098459071,6773.09098459071,74.0,4.0,37
"and Edwards Brown Hanson,",1,30780.64541806744,30780.64541806744,21.0,19.0,37
"and Edwards Brown Murphy,",1,35792.121027798064,35792.121027798064,75.0,29.0,37
"and Edwards Freeman, Moody",1,33736.00800384604,33736.00800384604,46.0,13.0,37
"and Edwards Gallagher Johnson,",1,35561.03214868081,35561.03214868081,57.0,12.0,37
"and Edwards Phillips, Jarvis",1,50999.06563473875,50999.06563473875,66.0,12.0,37
"and Edwards Sanchez, Becker",1,8725.219979141408,8725.219979141408,78.0,14.0,37
"and Edwards, Hancock Owens",1,25984.66845629525,25984.66845629525,52.0,3.0,37
"and Edwards, Howard Rivera",1,44319.16233772749,44319.16233772749,42.0,10.0,37
"and Edwards, Malone Brown",1,37580.91026862975,37580.91026862975,25.0,26.0,37
"and Edwards, Smith Dougherty",1,19755.636914745508,19755.636914745508,61.0,14.0,37
"and Edwards, Smith Johnson",1,31922.364926609494,31922.364926609494,31.0,15.0,37
"and Elliott Haas Reed,",1,35174.81378796045,35174.81378796045,60.0,7.0,37
"and Elliott Roman, Obrien",1,18826.045183893697,18826.045183893697,23.0,23.0,37
"and Elliott, Sawyer Cortez",1,11532.65506999048,11532.65506999048,66.0,15.0,37
"and Ellis Chandler, Carter",1,49345.99389809927,49345.99389809927,43.0,20.0,37
"and Ellis Hernandez Hunter,",1,14529.558080142991,14529.558080142991,18.0,10.0,37
"and Ellis Olson, Banks",1,8143.105182461445,8143.105182461445,77.0,27.0,37
"and Ellis Smith, Frazier",1,43361.21069030065,43361.21069030065,25.0,14.0,37
"and Ellis Stark Flores,",1,31263.5067366,31263.5067366,38.0,4.0,37
"and Ellis, Alvarez Harris",1,31652.696940002854,31652.696940002854,72.0,22.0,37
"and Ellison Carrillo, Jones",1,18740.913329042836,18740.913329042836,81.0,29.0,37
"and Ellison Edwards, Bailey",1,18651.670273622585,18651.670273622585,67.0,9.0,37
"and Erickson Cochran Cochran,",1,31435.274598434426,31435.274598434426,64.0,13.0,37
"and Erickson Meyers, Harrison",1,32780.743105982765,32780.743105982765,82.0,14.0,37
"and Erickson Mosley, Jones",1,30611.046842649477,30611.046842649477,55.0,12.0,37
"and Escobar Hamilton, Strickland",1,47811.35886591265,47811.35886591265,84.0,4.0,37
and Esparza Sons,1,50202.20784782312,50202.20784782312,27.0,19.0,37
"and Esparza, Stone Campbell",1,17043.520331499556,17043.520331499556,36.0,29.0,37
"and Espinoza Cook, Hawkins",1,29052.515734910343,29052.515734910343,55.0,2.0,37
"and Espinoza Shields Porter,",1,11694.034099763614,11694.034099763614,77.0,16.0,37
"and Estes Horne Freeman,",1,18728.864437549768,18728.864437549768,47.0,5.0,37
"and Estes, Newman Torres",1,23664.79559166461,23664.79559166461,73.0,28.0,37
"and Estrada Bell Watson,",1,31056.1033764573,31056.1033764573,29.0,12.0,37
"and Estrada Collier, Dyer",1,10151.757492302277,10151.757492302277,51.0,19.0,37
"and Estrada Harris Rogers,",1,21445.567304271943,21445.567304271943,72.0,8.0,37
"and Estrada, Carney Saunders",1,8990.800636866494,8990.800636866494,37.0,2.0,37
"and Evans Good, Oneill",1,48194.05733239643,48194.05733239643,51.0,13.0,37
"and Evans Harris Schultz,",1,46841.3045549557,46841.3045549557,33.0,20.0,37
"and Evans Johnson Cardenas,",1,47194.54149336323,47194.54149336323,49.0,25.0,37
"and Evans Lynn, Hernandez",1,30617.11267965732,30617.11267965732,24.0,23.0,37
"and Evans Mason, Kelley",1,49516.43683940154,49516.43683940154,22.0,22.0,37
"and Evans Mcdonald, Willis",1,25621.65734610149,25621.65734610149,38.0,25.0,37
"and Evans Myers Miller,",1,41955.70139865635,41955.70139865635,42.0,19.0,37
"and Evans Ryan Hull,",1,15534.843631196512,15534.843631196512,20.0,1.0,37
"and Evans, Carlson Armstrong",1,26495.017449963754,26495.017449963754,77.0,27.0,37
"and Evans, Franklin Huffman",1,36778.6460552387,36778.6460552387,20.0,12.0,37
"and Evans, Owens Miller",1,3764.146729425152,3764.146729425152,47.0,2.0,37
"and Evans, White Vasquez",1,13748.743441173236,13748.743441173236,27.0,2.0,37
"and Farley Ball, Myers",1,48431.4265855811,48431.4265855811,41.0,19.0,37
"and Farmer Jones Phillips,",1,26527.68080065548,26527.68080065548,58.0,18.0,37
"and Farmer, Harvey Alvarez",1,47277.076522017815,47277.076522017815,71.0,23.0,37
and Farrell Sons,1,31350.034886240952,31350.034886240952,27.0,15.0,37
"and Ferguson Anderson Benjamin,",1,32877.25387232828,32877.25387232828,62.0,16.0,37
"and Ferguson Delgado Ramirez,",1,47628.30626556049,47628.30626556049,35.0,22.0,37
"and Ferguson Monroe Mccarty,",1,39327.072818075605,39327.072818075605,68.0,26.0,37
and Ferguson Sons,1,39401.06767369093,39401.06767369093,59.0,18.0,37
"and Ferguson Wilson, Martinez",1,7885.124261732933,7885.124261732933,55.0,12.0,37
"and Ferguson, Barry Brown",1,38019.96599119058,38019.96599119058,61.0,7.0,37
"and Ferguson, Smith Turner",1,27948.763570724837,27948.763570724837,37.0,7.0,37
"and Fernandez Fisher, Owen",1,43748.74430770876,43748.74430770876,46.0,4.0,37
"and Fernandez Gonzalez Cordova,",1,47868.105652470935,47868.105652470935,70.0,10.0,37
and Fernandez Sons,1,7410.965063394201,7410.965063394201,69.0,8.0,37
"and Fernandez, Ferguson Bird",1,29742.588581508968,29742.588581508968,81.0,7.0,37
"and Fernandez, Hanson Moore",1,26452.503800617364,26452.503800617364,77.0,16.0,37
"and Fernandez, Moore Anderson",1,44182.79348091257,44182.79348091257,44.0,21.0,37
"and Fernandez, Morales Jensen",1,11166.057947306206,11166.057947306206,71.0,21.0,37
